Date,Production_Quantity,Sales_Price,Cost_Price,Profit_Percent,Market_Share,Customer_Satisfaction,Engine_Size_cc,Mileage_km_l,Warranty_Period_months,Safety_Rating,Color,Monthly_Advertising_Expense,DealershipLocationID
2010-09-21,103,72169.00,35489.00,6.99,2.84,2.27780,4587,13.08720,56,3,Red,5835,46
2010-09-22,862,66710.00,33059.00,5.72,8.85,3.79229,1973,18.83451,51,4,Black,2915,9
2010-09-23,75,29928.00,28691.00,12.13,9.20,2.66180,1342,13.94188,53,4,Silver,9896,36
2010-09-24,51,55661.00,42585.00,10.22,9.69,4.53602,4319,16.71716,44,4,Silver,7654,27
2010-09-25,386,41953.00,17412.00,5.34,7.27,4.24466,4525,5.89374,21,4,Black,6400,12
2010-09-26,96,41740.00,53441.00,7.79,6.57,2.71912,2454,14.55484,25,1,Red,6905,57
2010-09-27,960,47363.00,38492.00,7.25,4.59,2.46144,3315,7.90231,18,2,Blue,6354,30
2010-09-28,465,65498.00,27048.00,13.69,5.89,3.29147,2899,6.97477,40,1,Silver,5481,41
2010-09-29,48,34073.00,24611.00,7.86,0.61,3.66217,5210,6.46430,38,3,Red,2749,57
2010-09-30,410,41753.00,33347.00,7.76,0.61,2.16155,2402,6.91865,21,4,Silver,8297,47
2010-10-01,958,28159.00,53780.00,18.78,1.18,3.62208,3042,16.89808,19,2,Red,9066,6
2010-10-02,614,68974.00,42046.00,18.65,1.73,1.73123,3261,5.86845,30,1,White,4693,1
2010-10-03,189,21548.00,25089.00,7.20,3.79,4.86618,3589,6.43300,28,4,Black,2307,31
2010-10-04,247,71446.00,37106.00,6.89,7.95,2.71891,3154,7.59750,22,2,Red,2240,59
2010-10-05,97,77794.00,16735.00,6.71,4.86,4.62580,4918,5.22571,51,1,Blue,7000,10
2010-10-06,550,77444.00,58073.00,10.54,6.18,3.92139,3153,8.78259,15,1,Red,3889,35
2010-10-07,184,21025.00,27893.00,11.24,0.37,4.57416,2068,13.91036,16,2,Blue,7740,38
2010-10-08,147,43292.00,30104.00,11.37,8.22,3.08635,4467,6.73285,37,2,White,5269,32
2010-10-09,435,50373.00,47379.00,10.12,7.17,3.98152,4920,7.32150,12,1,Red,3927,15
2010-10-10,677,39887.00,48340.00,6.95,3.91,1.08081,4882,9.18634,29,3,Blue,8597,47
2010-10-11,921,29935.00,27597.00,8.04,2.88,4.68272,4345,14.67969,51,4,Red,5329,19
2010-10-12,292,35543.00,12726.00,14.49,7.51,3.50158,5020,19.43076,20,3,Blue,7282,37
2010-10-13,985,19720.00,32944.00,7.82,8.87,4.57005,5543,17.16338,39,4,White,5919,7
2010-10-14,504,35808.00,34222.00,18.84,6.03,1.04988,2659,15.02627,41,1,Black,2908,6
2010-10-15,664,48655.00,25017.00,10.91,8.44,4.03649,2136,11.43742,19,1,Blue,9195,26
2010-10-16,666,50728.00,20717.00,7.13,7.32,1.85951,1826,18.51189,59,3,Silver,6780,22
2010-10-17,679,54202.00,29795.00,12.47,5.95,3.48408,3229,14.52275,52,4,Silver,6529,23
2010-10-18,455,36293.00,21177.00,5.48,1.66,1.58917,5780,6.74370,12,3,Blue,7164,8
2010-10-19,988,67126.00,38362.00,14.05,9.07,3.10597,1286,12.61572,43,1,White,6230,11
2010-10-20,528,76320.00,25772.00,15.10,5.47,4.10128,3064,12.55020,58,4,Red,7522,57
2010-10-21,514,31547.00,26365.00,6.55,3.20,1.79156,4353,13.06924,34,4,Red,1555,4
2010-10-22,65,40786.00,22926.00,16.16,6.85,3.56669,4357,9.85135,40,2,White,6008,11
2010-10-23,587,60756.00,55181.00,11.27,6.73,1.78994,2688,5.16890,54,4,Blue,7035,29
2010-10-24,91,15182.00,53177.00,5.84,6.20,4.90195,1264,19.68970,31,2,White,2121,25
2010-10-25,650,41135.00,55333.00,19.09,3.90,1.88806,2805,7.51157,56,1,Blue,8261,10
2010-10-26,424,52765.00,16588.00,18.86,6.79,3.76546,1527,16.30891,45,1,Blue,3875,11
2010-10-27,59,47611.00,26856.00,12.69,4.90,3.67105,4946,19.93711,24,1,White,7905,31
2010-10-28,328,19728.00,27278.00,18.67,4.74,2.15053,4029,10.02391,30,2,Blue,6035,19
2010-10-29,11,75508.00,49113.00,12.35,2.33,2.99390,4236,8.89683,31,2,Black,7485,23
2010-10-30,518,32356.00,31706.00,19.83,9.17,1.65177,1716,14.76859,37,1,Red,3046,27
2010-10-31,981,29884.00,46882.00,6.78,0.57,3.65903,1243,10.08578,46,3,Black,2148,12
2010-11-01,681,15090.00,33565.00,15.17,8.38,3.89895,4589,6.56779,33,2,White,3879,9
2010-11-02,554,77100.00,57449.00,18.14,5.39,2.07698,1144,10.91025,52,3,Red,1255,42
2010-11-03,340,41083.00,27679.00,17.88,0.66,1.52741,4097,6.35904,47,4,Blue,7702,17
2010-11-04,397,51055.00,46593.00,15.67,1.56,3.04742,1606,11.12520,28,1,Blue,7205,16
2010-11-05,839,32661.00,34975.00,7.14,1.00,1.47571,5824,8.69409,13,2,Blue,3916,3
2010-11-06,866,16858.00,35471.00,14.03,9.62,4.54769,3933,11.48556,45,4,Red,7714,22
2010-11-07,132,59746.00,42804.00,12.89,5.85,3.46557,4441,5.04856,27,4,Silver,9154,52
2010-11-08,406,61980.00,45481.00,8.60,2.30,1.54094,3806,7.87192,28,1,Silver,5098,2
2010-11-09,548,31509.00,24118.00,10.13,3.90,1.39072,3927,6.88275,55,1,Black,9718,27
2010-11-10,782,74633.00,52283.00,19.05,6.40,3.67997,4835,13.37743,23,3,Red,8693,25
2010-11-11,691,39035.00,40819.00,16.32,5.44,2.45982,5048,19.64663,39,2,Silver,7989,48
2010-11-12,187,62395.00,42679.00,13.73,1.20,4.21630,1524,9.65105,42,4,Red,1949,60
2010-11-13,984,48331.00,55959.00,5.42,3.58,3.89284,1688,6.52599,32,3,White,6769,41
2010-11-14,926,39850.00,38420.00,6.34,2.38,3.82341,1601,10.26052,34,3,White,9502,1
2010-11-15,709,75690.00,55992.00,13.27,2.67,4.52171,5295,6.84655,55,1,Blue,5622,19
2010-11-16,52,43442.00,54201.00,10.69,9.64,3.73782,2627,19.84045,59,3,White,4932,45
2010-11-17,664,21399.00,35154.00,13.82,4.34,2.27554,2812,12.27619,22,1,Red,9949,1
2010-11-18,320,38098.00,57254.00,14.34,6.37,1.76374,3738,12.23163,45,3,Silver,5087,55
2010-11-19,398,30850.00,31747.00,12.89,5.25,2.48723,3632,19.55635,33,3,White,2747,5
2010-11-20,69,17849.00,51504.00,9.38,1.13,3.13176,4502,10.12485,57,3,Blue,3086,51
2010-11-21,316,49983.00,49343.00,9.68,0.48,3.90488,3161,7.44373,35,4,Red,4482,34
2010-11-22,737,73195.00,25857.00,5.32,6.70,3.80153,1407,5.77631,32,1,Blue,3746,13
2010-11-23,261,34283.00,35941.00,15.89,5.17,3.47324,3772,6.99361,12,1,Red,8506,47
2010-11-24,382,20636.00,49564.00,9.78,5.42,3.03196,1454,11.79540,42,1,Silver,8722,59
2010-11-25,532,46630.00,13933.00,16.87,0.31,1.96743,1249,18.09258,21,1,Black,5615,32
2010-11-26,380,40803.00,30699.00,11.88,3.94,4.21300,4233,11.20399,40,2,White,9012,16
2010-11-27,277,69885.00,33867.00,10.48,6.87,1.71053,4273,13.01221,43,4,Silver,9940,43
2010-11-28,351,65261.00,31115.00,17.69,7.65,3.63556,3130,18.37226,39,3,White,2850,32
2010-11-29,451,18077.00,36517.00,7.80,9.83,4.09058,3685,7.55100,48,4,Black,2247,21
2010-11-30,972,72321.00,14506.00,12.58,1.35,1.75992,4557,10.91565,52,2,Blue,2583,57
2010-12-01,647,69926.00,32690.00,14.34,6.64,2.63319,3325,5.28032,49,2,Silver,5327,32
2010-12-02,584,64094.00,40482.00,7.57,3.32,4.67232,2406,18.22112,31,4,White,9560,8
2010-12-03,661,45798.00,40791.00,14.47,5.94,3.39968,4254,9.14598,59,2,Silver,8992,59
2010-12-04,905,65566.00,51568.00,9.62,0.11,3.28769,2139,15.04709,35,3,Silver,9437,60
2010-12-05,339,40162.00,48096.00,14.39,5.76,1.25721,5133,14.91013,44,3,Black,9259,58
2010-12-06,192,46889.00,41965.00,11.27,4.38,4.07968,1744,5.09532,49,2,Silver,3872,6
2010-12-07,447,39685.00,29456.00,10.37,1.76,1.81929,1036,11.39659,34,2,Blue,8416,60
2010-12-08,194,18287.00,53878.00,7.49,4.80,1.86835,4824,5.92834,54,2,Red,8769,26
2010-12-09,424,17242.00,49449.00,8.32,4.08,4.47217,2768,7.40471,45,1,Black,3511,36
2010-12-10,501,19822.00,35193.00,13.45,0.34,3.15734,3553,8.90630,48,4,Red,3051,14
2010-12-11,196,46548.00,56558.00,8.54,2.25,3.05442,2911,6.83666,36,2,Silver,6788,39
2010-12-12,946,46890.00,35926.00,13.86,1.24,2.82396,4475,17.24827,24,4,Blue,7260,31
2010-12-13,449,35688.00,48666.00,12.15,6.58,3.68851,1776,13.11747,37,3,Blue,6818,42
2010-12-14,630,69391.00,32380.00,17.13,1.49,3.22605,5982,16.46309,21,4,Silver,6823,3
2010-12-15,233,32456.00,47541.00,11.58,0.30,3.42655,5646,9.59800,22,4,White,7527,7
2010-12-16,866,17370.00,18550.00,8.37,2.35,1.60773,3735,12.82524,27,3,Silver,1097,52
2010-12-17,786,40416.00,57565.00,16.53,2.81,3.39122,5757,7.43785,21,3,Blue,7392,31
2010-12-18,986,39789.00,42920.00,19.62,2.88,3.07082,5643,9.97207,12,2,Black,8113,25
2010-12-19,219,29947.00,53199.00,11.23,2.29,3.57617,5829,18.05703,43,2,Black,7028,34
2010-12-20,999,22051.00,16560.00,9.26,3.28,1.68077,2432,19.39542,12,4,Blue,2962,57
2010-12-21,231,58817.00,17411.00,11.08,2.35,1.36762,1282,8.14558,52,1,Red,2221,17
2010-12-22,281,28903.00,30925.00,15.66,7.05,3.17102,1551,18.22933,17,1,Blue,8054,36
2010-12-23,451,34635.00,50754.00,9.05,9.97,1.77531,5505,7.21165,12,4,Blue,5620,21
2010-12-24,899,29228.00,39271.00,17.17,2.51,4.79217,4902,9.20041,25,2,Blue,4130,17
2010-12-25,657,77580.00,59498.00,14.50,8.17,1.16972,3491,8.25529,37,2,Blue,8592,59
2010-12-26,34,79598.00,46397.00,11.44,9.44,1.01457,4652,19.53645,51,3,Red,2901,23
2010-12-27,212,45693.00,29479.00,8.96,4.72,1.94206,1142,14.83434,19,4,Silver,7000,28
2010-12-28,319,39921.00,15207.00,9.12,8.38,4.83117,5223,12.10510,46,2,Red,1612,46
2010-12-29,188,25055.00,47225.00,14.03,0.90,2.90473,4726,15.59132,47,4,Black,8235,8
2010-12-30,594,40304.00,40557.00,10.94,7.16,1.94098,1792,7.69086,43,2,Blue,2969,38
2010-12-31,776,56259.00,51117.00,17.88,8.30,1.59602,3642,6.58812,14,3,Blue,8631,46
2011-01-01,434,57511.00,18336.00,19.22,5.78,4.66620,4295,12.88152,21,2,Blue,6176,6
2011-01-02,596,73607.00,19852.00,17.13,7.69,2.18815,5979,14.19922,30,4,Black,2145,57
2011-01-03,689,20451.00,43043.00,6.87,8.86,3.39531,1176,17.25649,56,2,White,9471,14
2011-01-04,749,63663.00,48729.00,9.10,6.15,1.97512,1313,7.55064,43,2,White,9621,57
2011-01-05,928,75074.00,46983.00,19.65,6.15,2.68734,3956,16.74200,19,1,Blue,8720,17
2011-01-06,521,25329.00,26453.00,16.40,2.62,1.52959,2783,12.19022,21,3,Red,3255,6
2011-01-07,310,52984.00,38945.00,9.09,8.80,3.24545,5795,15.51494,47,2,Silver,6423,3
2011-01-08,954,32269.00,40753.00,9.96,9.07,1.10383,1349,17.70873,37,2,Black,1080,46
2011-01-09,703,38511.00,39707.00,9.37,6.06,4.70420,1098,19.49360,38,4,Red,9577,25
2011-01-10,906,58239.00,13270.00,15.54,0.46,1.47286,2075,10.63405,31,2,Red,3972,33
2011-01-11,243,24710.00,58818.00,8.74,1.66,3.20647,1178,14.58146,45,3,White,6483,10
2011-01-12,987,48938.00,59210.00,19.38,4.31,1.69782,5651,5.50793,28,4,Blue,4869,50
2011-01-13,466,30853.00,37861.00,8.20,6.19,1.47255,4489,15.74997,27,1,White,3369,9
2011-01-14,125,76869.00,55842.00,8.27,5.20,4.71120,4733,14.01930,12,2,Red,4849,19
2011-01-15,544,47163.00,13087.00,8.74,4.85,3.38700,5291,6.53266,51,4,Silver,5076,14
2011-01-16,597,15929.00,35275.00,17.90,0.93,1.95656,1245,12.50842,47,1,Silver,7571,29
2011-01-17,231,54217.00,19109.00,12.87,1.64,1.45550,4290,19.09117,26,3,Red,4921,53
2011-01-18,519,17860.00,41130.00,5.08,7.64,2.14790,1184,7.23013,41,1,Red,5581,42
2011-01-19,115,59235.00,18132.00,6.82,0.73,1.15703,4712,5.58535,34,2,White,5707,31
2011-01-20,702,47189.00,38244.00,5.60,7.68,2.23311,1414,16.93370,58,2,White,4185,40
2011-01-21,170,58563.00,45069.00,13.20,5.68,2.35107,1769,16.11604,25,3,Black,5874,20
2011-01-22,824,70586.00,26719.00,10.11,3.46,2.15940,3933,9.62321,50,3,Silver,8158,39
2011-01-23,413,72883.00,52880.00,16.99,9.66,3.26819,1760,17.53373,50,4,Red,7721,49
2011-01-24,253,25126.00,40371.00,9.49,2.53,1.58581,3418,13.84515,45,4,Blue,6215,1
2011-01-25,383,19995.00,49206.00,5.11,4.81,2.15255,1074,6.23585,55,4,Silver,8398,44
2011-01-26,560,64992.00,18549.00,19.37,2.24,1.02626,1162,6.28130,17,4,Black,8879,6
2011-01-27,106,20057.00,16556.00,16.11,6.85,3.50980,2243,13.35827,20,4,Black,2957,48
2011-01-28,239,58272.00,53631.00,6.30,6.57,4.59708,4085,9.29470,15,1,White,9151,43
2011-01-29,57,36327.00,35259.00,19.81,5.86,4.59243,4351,6.61756,49,3,White,7759,20
2011-01-30,510,63205.00,55581.00,7.09,2.07,4.73130,1152,9.69886,18,1,Black,4679,26
2011-01-31,313,55502.00,31149.00,7.82,7.89,1.08654,3361,7.98375,25,3,Silver,5522,27
2011-02-01,723,18067.00,25982.00,16.12,9.19,3.10949,5712,17.27696,53,3,White,5645,7
2011-02-02,186,65477.00,45874.00,12.31,8.56,3.58956,4604,13.50582,50,4,Silver,4685,19
2011-02-03,422,31322.00,29739.00,17.01,0.12,4.56214,3543,10.16802,37,2,Blue,5335,13
2011-02-04,220,18124.00,47808.00,15.05,1.47,3.46405,2272,12.32875,26,4,Black,4685,58
2011-02-05,372,31328.00,22934.00,10.28,2.53,2.31647,4093,8.48518,13,3,Black,7778,43
2011-02-06,254,55573.00,58450.00,16.17,6.61,1.59398,5817,8.16943,57,1,Silver,8203,56
2011-02-07,671,67215.00,33259.00,14.01,6.65,1.12564,3104,18.39557,36,3,Blue,4845,5
2011-02-08,552,34176.00,40754.00,12.67,4.52,3.79585,2544,18.58074,18,3,Black,7201,6
2011-02-09,619,75090.00,20561.00,10.47,3.58,3.93020,4898,6.42502,56,2,Blue,2552,59
2011-02-10,682,42859.00,14160.00,12.02,4.76,4.46789,3328,15.87711,35,1,White,8222,37
2011-02-11,721,31780.00,53692.00,14.18,9.72,4.65544,5672,19.14074,46,1,Black,2121,7
2011-02-12,752,75024.00,42187.00,12.03,4.55,1.55755,4979,13.18319,40,3,Black,9955,52
2011-02-13,109,21546.00,43957.00,15.90,0.58,3.64651,5071,12.51877,56,1,Black,9747,57
2011-02-14,418,60310.00,15617.00,16.46,8.58,4.25041,3541,17.56927,45,2,Blue,8067,50
2011-02-15,587,78792.00,14989.00,15.10,4.48,3.23618,5550,19.38240,12,2,Black,3378,52
2011-02-16,732,35315.00,32088.00,9.18,0.52,4.04407,1115,5.05857,48,4,White,9523,7
2011-02-17,832,55411.00,35773.00,12.12,5.08,3.70571,4168,6.27480,27,2,Black,9938,22
2011-02-18,711,22189.00,30123.00,6.03,5.13,3.51306,3202,17.73139,53,3,Black,9782,29
2011-02-19,138,47912.00,42707.00,17.44,6.04,4.80983,3171,5.73456,36,4,Blue,8122,10
2011-02-20,63,69950.00,14104.00,14.71,1.63,4.10537,3088,12.59081,51,3,Blue,5574,23
2011-02-21,606,32604.00,35506.00,17.85,5.33,4.08967,5311,12.21684,51,2,White,1422,47
2011-02-22,458,42487.00,52995.00,6.77,3.67,4.81076,2328,10.85403,16,4,Silver,6207,41
2011-02-23,63,72111.00,49350.00,10.68,1.83,2.04244,1178,17.00120,42,4,Red,7831,37
2011-02-24,146,24901.00,48527.00,10.46,9.64,2.30270,3405,8.69614,14,3,Black,9636,57
2011-02-25,600,40827.00,25058.00,11.20,5.81,1.66388,5945,17.32350,16,2,Black,4719,37
2011-02-26,304,32295.00,35171.00,16.31,7.64,1.43080,5848,8.19406,23,4,Red,2959,44
2011-02-27,988,62633.00,58138.00,10.77,2.10,1.65669,1888,5.79569,42,3,Red,4865,44
2011-02-28,268,47876.00,43619.00,13.33,5.28,2.36201,3236,9.50258,18,1,Red,7053,3
2011-03-01,781,66659.00,30388.00,16.17,2.31,3.39513,3611,11.77530,42,3,Silver,3498,21
2011-03-02,448,70164.00,49030.00,11.05,6.87,3.84199,1107,10.38627,47,3,Black,9450,35
2011-03-03,668,49593.00,35824.00,6.41,7.42,3.95872,4236,5.90616,14,1,Red,8984,7
2011-03-04,824,20525.00,15679.00,9.49,8.55,3.98199,1519,16.39817,46,1,White,8497,49
2011-03-05,764,62128.00,30573.00,8.91,3.04,1.61351,1074,15.64157,57,3,White,9635,27
2011-03-06,273,35814.00,48335.00,6.62,6.07,2.08491,5310,8.44043,29,1,White,9744,29
2011-03-07,770,71785.00,14827.00,9.11,8.51,1.80495,4962,18.70664,20,3,White,8897,24
2011-03-08,516,52092.00,15553.00,11.30,6.39,2.59791,5056,15.05098,33,3,Black,6516,31
2011-03-09,272,58677.00,18877.00,18.08,8.76,4.01075,5636,13.50305,25,2,Blue,5323,31
2011-03-10,522,58935.00,57650.00,7.65,3.86,2.90339,1534,8.33652,45,1,Red,8687,12
2011-03-11,466,54405.00,48682.00,14.58,5.30,4.85678,5965,16.09385,22,2,Black,6891,40
2011-03-12,38,49410.00,12109.00,13.04,4.38,4.30577,3337,14.45175,56,4,Blue,5959,8
2011-03-13,26,77405.00,22608.00,14.46,3.70,1.76183,4221,14.53113,51,2,Black,9800,21
2011-03-14,53,31869.00,32372.00,9.56,0.68,3.29935,2470,15.55345,19,2,Red,1694,41
2011-03-15,233,46618.00,44450.00,17.55,2.07,3.45264,2424,19.20855,24,3,Black,6419,2
2011-03-16,834,27084.00,17201.00,9.19,4.10,1.77941,5731,18.92709,35,3,Black,8460,11
2011-03-17,634,38837.00,15402.00,8.55,0.49,1.69058,3237,9.84900,52,2,Red,1949,47
2011-03-18,499,28087.00,35708.00,11.53,1.94,2.41326,3572,8.82135,22,2,Red,3410,40
2011-03-19,869,66682.00,53692.00,15.26,6.04,2.98167,1749,12.67417,23,3,Silver,6097,7
2011-03-20,339,17115.00,36307.00,11.47,0.50,2.15006,5069,12.03419,14,2,Black,5069,35
2011-03-21,558,25870.00,54085.00,16.53,5.16,4.55940,5002,14.52480,13,3,Red,9948,36
2011-03-22,369,37156.00,19113.00,12.98,1.33,2.47618,2639,7.37036,54,4,Red,9882,48
2011-03-23,689,33659.00,20324.00,10.15,7.08,3.86355,5433,17.57536,12,2,Blue,9617,57
2011-03-24,785,60716.00,25263.00,15.72,9.88,1.79770,2181,5.94866,43,4,Silver,8194,29
2011-03-25,682,67774.00,56764.00,14.67,5.60,2.24374,5398,5.63443,43,3,White,1925,11
2011-03-26,792,79305.00,49548.00,15.96,3.62,2.57579,4699,7.89467,32,3,Blue,2866,24
2011-03-27,408,52238.00,47084.00,6.99,0.19,4.37560,2002,12.18570,42,1,White,1183,47
2011-03-28,393,52676.00,22559.00,16.63,3.62,1.60682,2812,12.19903,29,2,Red,8804,39
2011-03-29,877,77236.00,45908.00,9.51,3.26,4.04579,1414,18.77649,27,3,Blue,5754,43
2011-03-30,617,61728.00,21787.00,9.90,2.72,4.68608,5912,17.50216,43,1,Silver,6031,30
2011-03-31,901,31594.00,30914.00,16.54,0.21,2.04804,5875,13.82206,17,1,Red,2908,11
2011-04-01,534,59170.00,57457.00,6.85,5.12,3.44883,4725,9.03347,17,2,Blue,4019,7
2011-04-02,508,56041.00,27432.00,10.04,6.02,2.17500,4774,9.16963,17,4,Silver,2578,60
2011-04-03,645,17977.00,30786.00,18.01,5.75,1.68757,4046,15.29800,39,4,Black,3786,6
2011-04-04,532,18817.00,34174.00,10.33,6.82,2.27001,4512,18.92424,55,3,White,4250,33
2011-04-05,430,41968.00,37032.00,19.96,8.02,3.90250,3007,18.50335,53,2,Blue,5518,57
2011-04-06,984,50897.00,33902.00,9.92,0.31,4.31700,1226,12.47100,25,3,Blue,8689,60
2011-04-07,527,23758.00,15497.00,13.83,8.04,2.70737,1803,16.55003,25,1,White,3952,2
2011-04-08,153,70436.00,24566.00,16.17,1.39,4.27939,5488,7.43086,39,4,Blue,7876,58
2011-04-09,127,47973.00,12356.00,8.52,1.27,1.25508,1663,8.59854,51,4,White,7826,27
2011-04-10,636,49818.00,22321.00,10.45,1.42,4.79128,3039,12.32130,25,1,Blue,9142,8
2011-04-11,855,19187.00,15780.00,18.19,0.57,2.25884,4812,14.66231,12,4,Red,8725,9
2011-04-12,94,79540.00,46304.00,15.41,3.97,3.20801,2886,15.20450,50,4,Blue,4209,60
2011-04-13,754,58796.00,56566.00,5.21,3.40,3.80173,1587,10.15730,54,3,White,3348,34
2011-04-14,410,18264.00,58500.00,5.47,4.29,4.15094,1939,8.86436,30,3,White,6634,9
2011-04-15,90,63680.00,55873.00,14.82,7.01,4.31180,1915,9.38511,27,1,Blue,1749,23
2011-04-16,699,38272.00,58475.00,19.09,1.72,1.66351,4959,17.42367,23,1,Red,9255,46
2011-04-17,485,34690.00,43612.00,5.24,1.54,4.51824,2987,12.97175,36,4,Blue,5229,15
2011-04-18,886,69293.00,19732.00,9.79,8.52,1.27095,4867,7.68487,48,1,Black,2744,55
2011-04-19,36,48141.00,38742.00,5.10,8.22,2.38266,2093,10.87386,34,1,White,1308,31
2011-04-20,670,34991.00,40146.00,15.47,7.49,4.03010,4663,11.23579,15,2,White,4200,4
2011-04-21,435,52969.00,39628.00,11.26,9.64,3.17544,4272,11.44577,33,2,Red,8790,21
2011-04-22,948,71989.00,36319.00,15.63,8.94,4.44442,1895,14.68270,34,4,Blue,3936,55
2011-04-23,696,52602.00,17912.00,12.69,6.47,4.29697,5704,17.44011,14,1,White,3456,55
2011-04-24,552,59410.00,53986.00,12.48,1.92,2.66725,1409,8.12195,51,4,Silver,2669,48
2011-04-25,939,77954.00,56129.00,18.36,5.70,3.12697,3331,14.45432,39,4,Blue,6847,34
2011-04-26,777,57410.00,51419.00,18.27,5.08,3.39484,1155,13.87853,58,1,White,6065,38
2011-04-27,196,33587.00,59825.00,10.49,0.96,4.57620,4011,7.83116,15,1,Red,1889,50
2011-04-28,957,33086.00,40784.00,17.41,9.21,1.10007,4484,16.27408,52,2,Blue,7714,41
2011-04-29,978,71566.00,33539.00,7.67,5.46,4.29192,4796,7.65704,52,1,Silver,8232,48
2011-04-30,402,42511.00,45038.00,19.13,9.52,4.15979,1672,11.72165,37,2,Black,7658,43
2011-05-01,37,51361.00,54235.00,18.52,9.60,2.36406,5461,8.06672,44,4,Black,7598,29
2011-05-02,615,26066.00,31249.00,8.53,7.62,1.51877,4688,6.10293,38,2,Red,8250,27
2011-05-03,333,59797.00,27285.00,16.86,5.44,2.10418,5544,10.50874,40,2,Red,5581,36
2011-05-04,559,41098.00,40650.00,10.25,4.93,1.49719,3250,13.36848,31,4,Blue,6009,27
2011-05-05,834,41914.00,50511.00,19.16,3.33,1.61129,4168,10.78953,54,3,Black,3391,39
2011-05-06,342,26002.00,34704.00,9.14,9.08,1.82418,2299,10.50482,43,2,Blue,2171,10
2011-05-07,12,61135.00,54055.00,13.23,4.07,2.34717,1812,5.20616,19,1,Black,2168,53
2011-05-08,982,36413.00,25309.00,18.29,1.69,3.81526,5301,18.17127,53,4,White,5971,26
2011-05-09,806,40263.00,34589.00,11.63,7.33,4.31794,4722,11.07533,17,1,Blue,1969,39
2011-05-10,893,46449.00,49535.00,7.73,6.41,1.23845,3243,16.79685,28,1,Red,5412,28
2011-05-11,217,61741.00,18351.00,8.78,0.83,1.19166,1669,5.94934,12,2,Silver,7114,28
2011-05-12,146,72326.00,22001.00,18.16,5.36,2.93749,4253,11.00841,25,3,Silver,9382,28
2011-05-13,168,57925.00,33238.00,17.61,9.63,2.61648,2398,19.69653,56,2,Silver,3338,33
2011-05-14,612,33463.00,51483.00,13.24,0.80,1.44314,1205,8.16025,58,1,Black,7709,9
2011-05-15,263,63651.00,25144.00,6.84,1.19,3.20699,4000,16.30850,41,1,Silver,7516,50
2011-05-16,40,63781.00,22058.00,16.50,9.46,4.31835,2603,18.92370,58,3,Blue,7940,6
2011-05-17,314,64844.00,38854.00,19.07,9.11,1.41889,4359,17.48554,43,4,Red,7488,4
2011-05-18,111,24743.00,32757.00,16.16,8.39,4.52560,1158,18.40337,41,2,Silver,5680,13
2011-05-19,50,38572.00,43481.00,12.25,0.92,4.63387,1934,16.87339,45,4,Silver,7800,40
2011-05-20,10,59937.00,16919.00,15.03,3.10,3.01836,1916,10.64580,21,2,Blue,2078,54
2011-05-21,885,43520.00,29606.00,15.22,2.52,3.33204,5538,10.84081,51,3,Silver,4371,21
2011-05-22,922,55080.00,50127.00,16.92,2.86,3.28327,4943,13.15462,59,4,White,8856,54
2011-05-23,794,24766.00,20692.00,12.65,1.14,4.59551,2770,11.24829,18,1,Blue,7949,52
2011-05-24,351,45632.00,13082.00,5.26,6.08,3.67275,3961,9.43166,52,4,Silver,8443,33
2011-05-25,463,15046.00,56464.00,17.48,3.97,1.72626,2657,13.96304,12,4,Black,9653,18
2011-05-26,628,76947.00,32188.00,5.39,7.83,2.12502,5094,16.48212,46,1,Red,1437,4
2011-05-27,152,31467.00,19760.00,11.90,7.65,4.47386,1512,17.08903,34,4,Silver,8835,36
2011-05-28,213,29712.00,13287.00,18.88,8.78,4.59851,3062,19.88999,58,4,Blue,5513,19
2011-05-29,630,49704.00,54990.00,10.87,0.78,4.78331,1796,16.24528,28,1,Black,7485,32
2011-05-30,643,16093.00,56229.00,14.10,5.96,4.30621,3290,11.61926,31,1,Black,8025,1
2011-05-31,17,22954.00,34016.00,8.43,3.22,1.20517,4873,8.65860,57,4,Red,3770,32
2011-06-01,551,40690.00,51651.00,10.31,8.65,4.10748,2526,18.85286,44,2,Blue,3641,12
2011-06-02,177,29567.00,38565.00,9.95,5.78,3.17584,3023,19.94370,17,2,Red,9356,4
2011-06-03,210,59640.00,25323.00,12.46,8.50,3.31066,1633,11.69242,43,4,White,9936,47
2011-06-04,954,30915.00,35495.00,7.70,0.64,2.96241,1481,15.77905,47,1,Blue,4199,27
2011-06-05,177,27267.00,20304.00,15.22,9.50,3.84540,5688,16.86855,40,3,Blue,6597,24
2011-06-06,409,43328.00,54818.00,16.22,4.72,3.86181,1939,16.48353,34,2,Black,6744,45
2011-06-07,108,48337.00,33043.00,17.17,7.60,1.51874,4221,15.89031,38,1,Black,3399,47
2011-06-08,574,18658.00,42527.00,13.55,1.59,2.38649,5287,13.33244,42,2,White,9348,1
2011-06-09,475,78199.00,30257.00,8.44,3.83,3.45205,1293,14.60594,54,4,Blue,7062,18
2011-06-10,468,51678.00,33089.00,7.57,9.79,3.42554,5845,6.06277,47,4,Silver,5301,11
2011-06-11,336,70590.00,14556.00,8.55,4.56,2.38162,2014,13.04635,24,3,Red,8831,39
2011-06-12,625,46385.00,39055.00,13.31,1.51,3.72706,2894,17.22706,53,1,Black,5849,31
